Día,Frecuencia,Tweet,Tipus tweet,Tipus user
2014-10-08T00:00:00Z,138.0,RT @roquini: Els @estudiants9N empenyen pel procès!! Molt grans!! #SíSí http://t.co/eY05MEESoW,campaña,ciudadana/o
2014-10-08T00:00:00Z,119.0,RT @RaholaOficial: UPyD escriu als 751 eurodiputats comparant el 9N amb l’ascens del feixisme a Itàlia i Alemanya  http://t.co/zFXNUJd0xK,noticias,media
2014-10-08T00:00:00Z,100.0,RT @Araeslhora: Més mitjans internacionals se sumen a la consulta. Volem votar i votarem! Ara és l'hora! #9N https://t.co/H6pDn0eB7n http:/…,campaña,entidades civiles
2014-10-09T00:00:00Z,192.0,RT @miquelcalcada: El procés és com la Matagalls: no es tracta d'arribar tan lluny com es pugui sinó arribar fins al final. #9N2014 http://…,campaña,media
2014-10-09T00:00:00Z,181.0,"RT @sumate_asoc: Para los ""intelectuales de izquierdas"" que publican manifiestos en @elperiodico: si votas NO seguirá todo IGUAL #9N http:/…",campaña,entidades civiles
2014-10-09T00:00:00Z,134.0,RT @MarcSerra21: Fes RT si tu també vols que CiU i ERC facin la #ConsultaSíoSí i puguem veure aquestes cares el #9N2014! #9Ndesobeïm http:/…,campaña,politics
2014-10-09T00:00:00Z,118.0,"RT @denterd: ➜ Pérez de los Cobos: Ex-PP, insulta CAT = President TC IMPARCIAL ➜ S.Vidal: Defensa vot democràtic #9N = EXPEDIENTAT http://t…",campaña,entidades civiles
2014-10-09T00:00:00Z,110.0,"RT @assemblea: El camí va arribant al final, només falta l'última empenta. Ara no podem afluixar! El #9N2014 votarem i guanyarem! http://t.…",campaña,entidades civiles
2014-10-10T00:00:00Z,394.0,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,campaña,entidades civiles
2014-10-10T00:00:00Z,209.0,RT @Araeslhora: .@ForcadellCarme: Us esperem a tots el 19 d'octubre a Barcelona. Omplim Barcelona per guanyar el 9N #SíoSí! http://t.co/ZzO…,campaña,entidades civiles
2014-10-10T00:00:00Z,165.0,RT @assemblea: Hem arribat fins aquí a base de molt esforç i ara no podem fallar! El #9N2014 votarem i guanyarem! #Araéslhora! http://t.co/…,campaña,entidades civiles
2014-10-10T00:00:00Z,151.0,RT @Mas_Enfurecido: HOY HAGO LA PIOLADA EN CASTELLANO MALGRADO ESTOY FUERZA CABEZACOTO PORQUÉ SE ACOSTA EL #9N Y TRONTOLLA LA UNIDAD. A VER…,humor,avatar
2014-10-10T00:00:00Z,118.0,"RT @Araeslhora: Diumenge 19 d'octubre. 12h. Acte central a Barcelona. Guanyem el 9N, fem un país nou! #araéslhora9N Compartim-ho! http://t.…",campaña,entidades civiles
2014-10-11T00:00:00Z,244.0,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,campaña,entidades civiles
2014-10-11T00:00:00Z,207.0,"RT @assemblea: Avui fa un 1 mes de l'#11s2014! Arribar fins aquí no ha estat fàcil, ara no ens podem fer enrere. El #9N2014 votarem! http:/…",campaña,entidades civiles
2014-10-11T00:00:00Z,116.0,RT @MarcSerra21: Fes RT si tu també vols q CiU i ERC compleixin fent la #ConsultaSíoSí i no perdin una altra ocasió històrica! #9N2014 http…,campaña,politics
2014-10-11T00:00:00Z,112.0,RT @AlfredBosch: Les garanties democràtiques passen per fer la consulta el 9N. Plegar-se al boicot del PP dóna zero garanties democràtiques.,campaña,politics
2014-10-11T00:00:00Z,111.0,RT @Araeslhora: ALERTA: El @sitgesfestival també tenyeix la catifa vermella de groc per donar suport al 9N! http://t.co/h3GSZMWEPB http://t…,campaña,entidades civiles
2014-10-12T00:00:00Z,307.0,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,organización,entidades civiles
2014-10-12T00:00:00Z,223.0,RT @assemblea: El 19 d'octubre omplirem Pl. Catalunya per dir-ho ben clar: el #9N2014 votarem perquè és legalm democràtic i legítim! http:/…,campaña,entidades civiles
2014-10-12T00:00:00Z,171.0,"RT @assemblea: Junts hem fet coses inimaginables. Davant tenim un repte molt gran: guanyar el #9N2014, no podem fallar #Araéslhora! http://…",campaña,entidades civiles
2014-10-12T00:00:00Z,169.0,RT @JFalange: Decir a los separatistas que hemos vuelto a pasar y que el 9N volveremos a pasar. Haya las consecuencias que haya http://t.co…,campaña,politics
2014-10-12T00:00:00Z,165.0,"RT @salvadorcardus: Començo a tenir més ganes de votar el 9N per desmentir tots els que ""sabien"" que no votaríem, que per desafiar l'Estat.…",campaña,entidades civiles
2014-10-13T00:00:00Z,2998.0,"RT @el_pais: ÚLTIMA HORA: Artur Mas descarta la consulta del #9N y plantea un ""proceso participativo"" http://t.co/M8sGsUr4hO http://t.co/G4…",noticias,media
2014-10-13T00:00:00Z,561.0,"RT @miquelcalcada: Volant cap a Cat. m'assebento q no hi ha 9N. Nova pantalla, ara toca calma, unitat i generositat. Noves eleccions i, seg…",campaña,media
2014-10-13T00:00:00Z,525.0,RT @cupnacional: El Consell Polític de la CUP convoca una assemblea oberta informativa ara les 23:30h a plaça Sant Jaume de Barcelona #9N20…,noticias,politics
2014-10-13T00:00:00Z,409.0,RT @joseprull: Ara ens cal més calma que càlculs partidistes. Demà el President explicarà com es vota el #9N i com superem l'agressió de l'…,campaña,politics
2014-10-13T00:00:00Z,296.0,"RT @Jordi_Pons: Important llegir bé la literalitat del comunicat d'ERC, que alguns titulars esbiaixen força. Via @VilaWeb #9N2014 http://t.…",noticias,media
2014-10-14T00:00:00Z,827.0,"RT @RaholaOficial: Ara votar el #9N2014 Després plebiscitàries a principis del 2015. Si ho fem i guanyem, haurem guanyat la legalitat inter…",campaña,media
2014-10-14T00:00:00Z,654.0,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,ciudadana/o
2014-10-14T00:00:00Z,497.0,"RT @RaholaOficial: El nou #9N2014 és una jugada mestra q deixa descol·locat a l´estat. Participació,mobilització  i compromís.L´@assemblea …",campaña,media
2014-10-14T00:00:00Z,453.0,RT @Mas_Enfurecido: ÉS QUE EN TOMÀS MOLINA M'HA DIT QUE EL #9N HA DE PLOURE.,humor,avatar
2014-10-14T00:00:00Z,324.0,"RT @RaholaOficial: El #9N2014 'hi haurà locals, urnes i paperetes', i després plebiscitàries. Si ho fem bé, no ens aturaran. La validesa de…",campaña,media
2014-10-15T00:00:00Z,592.0,RT @mkserra: Es pot votar... -El 9N? SI -En urna? SI -Mateixa pregunta? SI -Tots els catalans? SI -Li fot a Madrid? SI -Ens dóna força per …,campaña,ciudadana/o
2014-10-15T00:00:00Z,413.0,"RT @JaumeBarbera: Oi que hem sortit un milió cada 11S durant 3 anys? Doncs, intentem ser-ne més el 9N. Aquest serà l'únic resultat vàlid: l…",campaña,media
2014-10-15T00:00:00Z,225.0,RT @martarovira: (1/3) el proper #9N aniré a votar #SíSí perquè hem de demostrar la majoria social i contundent a favor de la #independènci…,campaña,politics
2014-10-15T00:00:00Z,214.0,"RT @cupnacional: ""Tornarem a sofrir, tornarem a lluitar, tornarem a vèncer!"" Lluís Companys i Jover #9N2014 http://t.co/qiyKvMXObM",campaña,politics
2014-10-15T00:00:00Z,196.0,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,ciudadana/o
2014-10-16T00:00:00Z,266.0,"RT @BloombergNews: Catalonia's bid for independence explained, quickly: http://t.co/2DnZX559Ny http://t.co/Fng3c5kVjT",noticias,media
2014-10-16T00:00:00Z,182.0,RT @martarovira: (1/3) el proper #9N aniré a votar #SíSí perquè hem de demostrar la majoria social i contundent a favor de la #independènci…,campaña,politics
2014-10-16T00:00:00Z,165.0,"RT @Mas_Enfurecido: - BON DIA PRESIDENT. UN CAFÈ? - SÍ, GRÀCIES QUICO. - EL VOL 9N? - QUÈ VOLS DIR 9N? - DESCAFEÏNAT! HAHAHA!",humor,avatar
2014-10-16T00:00:00Z,135.0,RT @martarovira: (2/3) ajudaré amb totes les meves forces al govern pq el #9N sigui un èxit malgrat haver optat per un procés participatiu.,campaña,politics
2014-10-16T00:00:00Z,120.0,"RT @xavialtadill: ""La consulta alternativa del #9N2014 té els mateixos efectes polítics i ètics que l'anterior."" (Santiago Vidal)",campaña,celebrity
2014-10-17T00:00:00Z,445.0,RT @viviremosmejor: Nunca una fotografía había resumido tan bien lo que significa que el “No” gane la consulta del #9N: http://t.co/u7W0O5U…,campaña,entidades civiles
2014-10-17T00:00:00Z,413.0,"RT @lluis_llach: Si pogués triar:fer del 9N un èxit espaterrant,convocar eleccions de seguit i en cas de majoria fer una DUI immediata.Però…",campaña,celebrity
2014-10-17T00:00:00Z,150.0,RT @mkserra: Es pot votar... -El 9N? SI -En urna? SI -Mateixa pregunta? SI -Tots els catalans? SI -Li fot a Madrid? SI -Ens dóna força per …,campaña,ciudadana/o
2014-10-17T00:00:00Z,148.0,RT @324cat: Pep Guardiola anirà a votar a la consulta del #9N2014 http://t.co/93LrLUwlsE http://t.co/JXsOSXNMNE,noticias,media
2014-10-17T00:00:00Z,143.0,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,ciudadana/o
2014-10-18T00:00:00Z,629.0,RT @jordiborras: ☑ Colar una pregunta arbre   ☑ No posicionar-se amb la pregunta  ☑ Finalment dir que no votaràs el 9N  Felicitats @icveuia…,dialéctica,media
2014-10-18T00:00:00Z,314.0,RT @cupnacional: Vol que Catalunya esdevingui un estat?   ☑ Sí ☐ NO  Vol que aquest estat sigui independent?  ☑ Sí ☐ NO  #9N2014,campaña,politics
2014-10-18T00:00:00Z,176.0,"RT @RogerVinton: Però tan difícil és de veure que si el 9N no ens mobilitzem,és la gran excusa per dir que el tema no és madur i que no cal…",campaña,avatar
2014-10-18T00:00:00Z,147.0,"RT @lluis_llach: Si pogués triar:fer del 9n un èxit espaterrant,convocar eleccions de seguit i en cas de majoria fer una DUI immediata.Però…",campaña,celebrity
2014-10-18T00:00:00Z,143.0,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,ciudadana/o
2014-10-19T00:00:00Z,752.0,RT @assemblea: Tres punts: 1. Votar el 9N. 2. Eleccions en menys de 3 mesos. 3. Unitat. #FemUnPasEndavant #RevolucióDelSomriure http://t.co…,campaña,entidades civiles
2014-10-19T00:00:00Z,708.0,"RT @raulromeva: Malauradament no podré ser avui a pça Cat. Sóc camí d'Islàndia (amb @Diplocat_inst ). El 9N votaré, i ho faré xl Sí/Sí, esc…",campaña,politics
2014-10-19T00:00:00Z,570.0,"RT @sumate_asoc: Esta es #LaCataluñaReal. Esta es #LaCataluñaSilenciada, a la que impiden expresarse en las urnas. El #9N votaremos! http:/…",campaña,entidades civiles
2014-10-19T00:00:00Z,293.0,RT @jordiborras: ☑ Colar una pregunta arbre   ☑ No posicionar-se amb la pregunta  ☑ Finalment dir que no votaràs el 9N  Felicitats @icveuia…,humor,media
2014-10-19T00:00:00Z,288.0,RT @Esquerra_ERC: Cap més dilació ni ajornament. Ara el #9N i immediatament eleccions al Parlament per proclamar la independència http://t.…,campaña,politics
2014-10-20T00:00:00Z,422.0,"RT @lluis_llach: Dons ja tenim feina.Salvar i potenciar el""nou"" 9N convertint-lo en una festa de la nostra voluntat i també en una denúncia…",campaña,celebrity
2014-10-20T00:00:00Z,269.0,RT @FerranWieAdria: Perquè és important votar el #9N? perquè avui TAMBÉ hem sortit a la pública alemanya (min. 8) http://t.co/lZtPM7zGav ht…,campaña,media
2014-10-20T00:00:00Z,201.0,"RT @ForcadellCarme: Votarem el 9N, però cal q tots els ciutadans decideixin al + aviat possible si Catalunya ha de ser o no independent per…",campaña,entidades civiles
2014-10-20T00:00:00Z,136.0,"RT @maticatradio: #JunquerasEnSevilla Eugenia Parejo: ""Aquí no se entera ni Cristo de lo que quieren los catalanes.""  @junqueras #9N http:/…",noticias,media
2014-10-20T00:00:00Z,113.0,"RT @maticatradio: L'objectiu per al nou #9N. La mobilització de la gent. David Fernàndez, @HiginiaRoig, de la @cupnacional #9N2014 http://t…",noticias,media
2014-10-21T00:00:00Z,379.0,"RT @HiginiaRoig: Rumb 9N. A demostrar de nou el que som capaços de fer com a país i com a poble. Rumb llibertat. A per totes. I entre tots,…",campaña,politics
2014-10-21T00:00:00Z,284.0,RT @viviremosmejor: Varios economistas de prestigio internacional avalan la viabilidad de una Cataluña independiente #9N2014 http://t.co/Q9…,campaña,entidades civiles
2014-10-21T00:00:00Z,240.0,"RT @lluis_llach: Dons ja tenim feina.Salvar i potenciar el""nou"" 9N convertint-lo en una festa de la nostra voluntat i també en una denúncia…",campaña,celebrity
2014-10-21T00:00:00Z,202.0,RT @cupnacional: És l'hora del poble! Desbordem les urnes i anem més enllà! http://t.co/yhXsb5BNXF #9N2014 #SíSí http://t.co/UbtBaxm6el,campaña,politics
2014-10-21T00:00:00Z,195.0,"RT @assemblea: El 9N anirem a votar massivament i tornarem a demostrar la nostra voluntat! #Araéslhora, només depèn de nosaltres! http://t.…",campaña,entidades civiles
2014-10-22T00:00:00Z,462.0,"RT @junqueras: Ara toca 9N. Queden poc més de dues setmanes. Som-hi! I després, obtinguem el mandat democràtic amb unes eleccions per fer l…",campaña,politics
2014-10-22T00:00:00Z,258.0,"RT @ForcadellCarme: L'èxit del 9N és un pas important cap a la independència, demostrem altre cop que som molts i que res ni ningú no ens a…",campaña,entidades civiles
2014-10-22T00:00:00Z,186.0,RT @assemblea: El 9N votarem i després ho consolidarem amb unes eleccions referendàries. La revolució dels somriures és imparable! http://t…,campaña,entidades civiles
2014-10-22T00:00:00Z,133.0,RT @viviremosmejor: Más economistas de prestigio internacional avalan la viabilidad económica de un Cataluña independiente. #9N2014 http://…,campaña,entidades civiles
2014-10-22T00:00:00Z,123.0,"RT @Araeslhora: El 9N hem d'omplir les urnes per construir un país nou. Ara és l'hora de votar, ara és l'hora de guanyar! #guanyarem http:/…",campaña,entidades civiles
2014-10-23T00:00:00Z,277.0,RT @HiginiaRoig: Falls Road. Belfast. International Wall. #9N http://t.co/OAKHtacYyQ,campaña,politics
2014-10-23T00:00:00Z,248.0,RT @maihaviaditque: Panellets del 9N http://t.co/kor8SMUR7P,campaña,ciudadana/o
2014-10-23T00:00:00Z,222.0,RT @viviremosmejor: Varios economistas de prestigio internacional avalan la viabilidad de una Cataluña independiente #9N2014 http://t.co/Q9…,campaña,entidades civiles
2014-10-23T00:00:00Z,184.0,RT @Araeslhora: Sense tu no haguéssim donat un missatge al món. Sense el teu vot el 9N no farem el pas decisiu per guanyar. #votem9N http:/…,campaña,entidades civiles
2014-10-23T00:00:00Z,151.0,"RT @assemblea: Fem una crida perquè el #9N2014 tothom vagi a votar! Unitat, urnes i independència! #Araéslhora, fem un país nou! http://t.c…",campaña,entidades civiles
2014-10-24T00:00:00Z,271.0,RT @Mas_Enfurecido: 2012: BCN NO S'OMPLIRÀ. 2013: LA VIA CATALANA NO SORTIRÀ BÉ. 2014: MOSAIC EN FORMA DE 'V'? MASSA COMPLICAT. 9N: LA GENT…,campaña,avatar
2014-10-24T00:00:00Z,217.0,RT @el_pais: ÚLTIMA HORA: El Gobierno anuncia que ya prepara un recurso para el sucedáneo del 9N http://t.co/Bbj2YsvCdY http://t.co/QSEUtRJ…,noticias,media
2014-10-24T00:00:00Z,212.0,"RT @jaumeclotet: Calen més voluntaris per al #9N2014 als dos Pallars, Solsonès, Alta Ribargorça, Terra Alta i Val d'Aran. Passa-ho!",organización,media
2014-10-24T00:00:00Z,209.0,RT @ForcadellCarme: Farem que el 9N sigui una altra jornada exemplar res ni ningú no aturarà la voluntat de la majoria expressada democràti…,campaña,entidades civiles
2014-10-24T00:00:00Z,207.0,"RT @RaholaOficial: Rajoy dice que intentarà parar el nuevo #9N2014 Qué ha ocurrido? Ya no es una costellada, un chichinabo, un ridículo? Ya…",campaña,media
2014-10-25T00:00:00Z,150.0,RT @lluis_llach: ..i salvar els indecents beneficis dels oligopolis elèctrics q ens escanyen obsessivament. Fer net i desobeir. Dia 9N prop…,campaña,celebrity
2014-10-25T00:00:00Z,138.0,RT @Araeslhora: Lleida s'ha llevat recordant el nostre missatge al món. Els catalans votarem el 9N! Ara és l'hora! #CatalansVote9N http://t…,campaña,entidades civiles
2014-10-25T00:00:00Z,131.0,RT @ForcadellCarme: Farem que el 9N sigui una altra jornada exemplar res ni ningú no aturarà la voluntat de la majoria expressada democràti…,campaña,entidades civiles
2014-10-25T00:00:00Z,120.0,RT @viviremosmejor: Más economistas de prestigio internacional avalan la viabilidad económica de un Cataluña independiente. #9N2014 http://…,campaña,entidades civiles
2014-10-25T00:00:00Z,105.0,RT @assemblea: Qui pot votar el #9N2014? Nou vídeo institucional sobre la votació del 9 de novembre. Feu-ho córrer! http://t.co/XyvWNavseI,organización,entidades civiles
2014-10-26T00:00:00Z,227.0,"RT @peremarticolom: La consulta del #9N2014 ja té 37.312 voluntaris, més que els Jocs Olímpics de 1992 #N9N",noticias,media
2014-10-26T00:00:00Z,197.0,RT @BUBBLETEAHOLIC: [HQ] 141018 #SEHUN @ SMT IN Shanghai Cr:hunhome #2 http://t.co/f0c09R11Vx http://t.co/YX1EWT3RjB http://t.co/9N60o3jXK7,campaña,entidades civiles
2014-10-26T00:00:00Z,183.0,RT @assemblea: El 9N hem d'anar a votar massivament de forma pacífica i democràtica per enviar un missatge molt clar al món! http://t.co/yW…,campaña,entidades civiles
2014-10-26T00:00:00Z,143.0,RT @assemblea: El 9N anirem a votar per dir Sí a la independència! Sí a un país nou! Sí a un futur millor! #Araéslhora http://t.co/PaYN4Jat…,humor,avatar
2014-10-26T00:00:00Z,130.0,RT @Mas_Enfurecido: 2012: BCN NO S'OMPLIRÀ. 2013: LA VIA CATALANA NO SORTIRÀ BÉ. 2014: MOSAIC EN FORMA DE 'V'? MASSA COMPLICAT. 9N: LA GENT…,noticias,entidades civiles
2014-10-27T00:00:00Z,483.0,RT @gerardotc: Este olor a corrupción sólo se va agitando banderitas: Última Hora. Rajoy recurrirá ante el Constitucional el 9N,humor,avatar
2014-10-27T00:00:00Z,275.0,"RT @Marta_catalonia: Manda huevos que el Gobierno prohiba el 9N ""light"" por tener pocas garantías democráticas, cuando prohibieron el prime…",campaña,ciudadana/o
2014-10-27T00:00:00Z,266.0,"RT @Araeslhora: El 9N votarem pensant en moltes persones. I tu, per qui votaràs? Omplim de raons el hashtag #VotaréPerTu! Som-hi! RT http:/…",campaña,entidades civiles
2014-10-27T00:00:00Z,241.0,RT @vedellconsagrat: com més s'acosta el 9N més ganes tinc de votar. és que acabaré votant encara que sigui a una puta bústia.,campaña,celebrity
2014-10-27T00:00:00Z,233.0,"RT @RaholaOficial: El #9N votaré per tots els catalans q han resistit, han lluitat i han caigut en defensa de la nostra terra.  #VotaréPerT…",campaña,media
2014-10-28T00:00:00Z,229.0,RT @joanaortega: Revisades inscripcions i afegits voluntaris equipaments docents el #9N comptarà amb 40.930 voluntaris. Impressionant! Molt…,organización,politics
2014-10-28T00:00:00Z,167.0,RT @HelenASnt: #Vullsaber quina utilitat té el #9N? Perque em temo que jo continuaré sense feina i s'hauràn gastat diners en una cosa inúti…,dialéctica,ciudadana/o
2014-10-28T00:00:00Z,153.0,RT @assemblea: Impressionant mural a Belfast en solidaritat amb Catalunya i a favor del 9N! #Araéslhora #VotaréPerTu http://t.co/lyq7G8xYK1,campaña,entidades civiles
2014-10-28T00:00:00Z,148.0,RT @bernatff: Arriben els panellets impugnables http://t.co/M38ozsFSDc #9N @maihaviaditque @QuimMonzo http://t.co/VDUh5jV4Wv,humor,media
2014-10-28T00:00:00Z,147.0,"RT @clarajordanvila: Rajoy: ""No tinc res a oferir als partidaris del #9N2014"". Com a tàctica per a fer-nos canviar d'opinió em sembla insup…",noticias,media
2014-10-29T00:00:00Z,416.0,RT @junqueras: Ja tinc la papereta a punt. I tu? #SíSívullserlliure #9N2014 http://t.co/Rwsm2UnPbe,campaña,politics
2014-10-29T00:00:00Z,210.0,RT @Araeslhora: ALERTA: Aquesta tarda ja podràs consultar on votaràs el 9N a http://t.co/VoVP7yjoAJ (segons adreça DNI). Atents! http://t.c…,organización,entidades civiles
2014-10-29T00:00:00Z,207.0,"RT @ForcadellCarme: L'Estat espanyol, com sempre, no ens fallarà i ens ajudarà a aconseguir la independència impugnant el nou 9N. Nosaltres…",campaña,entidades civiles
2014-10-29T00:00:00Z,195.0,RT @assemblea: Quin és el teu lloc de votació pel proper 9N? Entra a  http://t.co/4vniu9Ql7N i comparteix-ho amb #lamevaurna! http://t.co/V…,organización,entidades civiles
2014-10-29T00:00:00Z,175.0,RT @assemblea: Bon dia! Avui sortirà publicat el llistat de locals per anar a votar el #9N2014! Estigueu atents a http://t.co/KkbHAbY2bn! #…,organización,entidades civiles
2014-10-30T00:00:00Z,445.0,"RT @jordiborras: Marc Bartumeu, portaveu Podem BCN al @maticatradio : ni DUI ni 9N, apostem per modificar la constitució. NO HAY MÁS PREGUN…",noticias,media
2014-10-30T00:00:00Z,363.0,RT @ForcadellCarme: Gràcies Joan Herrera per dir que el 9N votaràs.La millor denúncia contra l'Estat espanyol és fer allò que ens prohibeix…,campaña,entidades civiles
2014-10-30T00:00:00Z,277.0,RT @324cat: Crida de l'@assemblea a anar als punts de votació el #9N passi el que passi #9N2014 http://t.co/orGZgR4BqI http://t.co/MxMBiNUs…,noticias,media
2014-10-30T00:00:00Z,254.0,"RT @ModernetdeMerda: -Hola, soy Podemos. Ni 9N ni DUI, pero tú vótame y revoluciono otras cosas. Venga, revolución. ¡Claro que podemos! -Pe…",humor,avatar
2014-10-30T00:00:00Z,239.0,"RT @sumate_asoc: Podemos dice que no podemos: el #9N es un engaño, ya si eso cuando gobiernen ellos y tal, que reformarán la Constitución..…",campaña,entidades civiles
2014-10-31T00:00:00Z,347.0,RT @LosadaPescador: Vivo en Madrid pero me acabo de inscribir en el censo del #9N. Sin controles ni garantías n nada. Menudo cachondeo. htt…,campaña,media
2014-10-31T00:00:00Z,324.0,RT @ForcadellCarme: Passi el que passi el 9N a les 9 del matí farem cua amb la papereta a la mà per votar. No ens faran callar ni decidiran…,campaña,entidades civiles
2014-10-31T00:00:00Z,300.0,"RT @sumate_asoc: Dice @Sorayapp q PROHIBEN el #9N para ""preservar los derechos de los catalanes"". Quieren protegernos de la democracia http…",campaña,entidades civiles
2014-10-31T00:00:00Z,298.0,RT @ForcadellCarme: Demà al Camp nou tots amb samarretes grogues per defensar la democràcia i la llibertat d'expressió. El 9N votarem per d…,campaña,entidades civiles
2014-10-31T00:00:00Z,248.0,"RT @eduardvoltas: Instruccions oficials als voluntaris del 9N, en video. Passeu-lo. https://t.co/FdA3iQKHit",organización,media
2014-11-01T00:00:00Z,535.0,RT @sumate_asoc: Hola @abc_es. Elvis y Bob Esponja pueden consultar dnd les toca votar pero para poder votar el #9N necesitarán su DNI http…,dialéctica,entidades civiles
2014-11-01T00:00:00Z,466.0,"RT @sumate_asoc: Si eres Bob Esponja, el #9N no te olvides tu DNI. Entra en http://t.co/ucAuBOr0Sj para consultar dónde te toca votar http:…",campaña,entidades civiles
2014-11-01T00:00:00Z,354.0,"RT @ForcadellCarme: El 9N anirem a votar x dignitat i x defensar els nostres drets i llibertats democràtiques.Som ciutadans no súbdits, no …",campaña,entidades civiles
2014-11-01T00:00:00Z,340.0,"RT @ArguellesLlanos: ¿Que no quieren que votemos el 9N? Pues yo voto y además seré presidente de mesa Un asturiano, para que se jodan más.",campaña,ciudadana/o
2014-11-01T00:00:00Z,335.0,RT @sumate_asoc: Personalidades internacionales — dos Nobel de la Paz— a favor de que dejen votar a los catalanes #9N #letcatalansvote http…,campaña,entidades civiles
2014-11-02T00:00:00Z,244.0,"RT @assemblea: Prepara la teva papereta del 9N, demà la mostrarem al món! Fes-ho córrer! RT! #Araéslhora http://t.co/nfdiVIxrVx",campaña,entidades civiles
2014-11-02T00:00:00Z,191.0,"RT @RaholaOficial: Rajoy, el #9N2014 ... http://t.co/jY4D5yCQP0",campaña,media
2014-11-02T00:00:00Z,187.0,"RT @elpidiojsilva: España está en manos de mafias y ajustes de cuentas entre PP y PSOE. Es insoportable, nos ha llevado a la consulta #9N, …",campaña,celebrity
2014-11-02T00:00:00Z,186.0,"RT @DaniPintoB: Elvis, Colón, El Cid o Bob Esponja ya están inscritos para la votación del #9N http://t.co/NBsI3nKsHs #Butifarrendum http:/…",campaña,entidades civiles
2014-11-02T00:00:00Z,184.0,RT @gcapdevila: Brutal. Aquesta foto m'ha posat la pell de gallina. #9N RT @1714_sisi: @gcapdevila http://t.co/3wCOXzNtr4,campaña,media
2014-11-03T00:00:00Z,579.0,"RT @cupnacional: Al próximo que grite Arriba España, le diremos que arriba la de Lorca, Hernández o Machado @HiginiaRoig #9Nenelateneo http…",campaña,politics
2014-11-03T00:00:00Z,312.0,RT @sumate_asoc: Quieres cambiar lo q no funciona? ☑ SÍ ☐ NO Quieres cambiarlo de verdad? ☑ SÍ ☐ NO El #9N el futuro está en tus manos http…,campaña,entidades civiles
2014-11-03T00:00:00Z,290.0,RT @JordiArmenteras: Alguns fatxes s'infiltren a l'acte del #9N a Madrid. Poli secreta els ha fet fora cridant-los pel nom...Guanya l'urna …,noticias,media
2014-11-03T00:00:00Z,234.0,"RT @ForcadellCarme: Tot preparat per al 9N, locals, meses, urnes i paperetes a punt, que sigui una realitat depèn de nosaltres. Votarem per…",campaña,entidades civiles
2014-11-03T00:00:00Z,225.0,RT @Aracelisegarra: No es pot dir ni més CLAR....ni més ALT. Foto: cim de l’EVEREST #9N @Araeslhora @Esquerra_ERC @vpartal @FEEC_cat http:/…,campaña,celebrity
2014-11-04T00:00:00Z,871.0,"RT @XavierVallsSilv: L'Estat espanyol també prohibeix el nou 9N,  a l'hora que inscriu un partit neonazi i treu de la presó a Matas. Encara…",noticias,media
2014-11-04T00:00:00Z,847.0,"RT @ForcadellCarme: L'estat espanyol i el TC no ens fallen mai, han suspès el nou 9N. Un cop més ens han ajudat a fer un pas més cap a la i…",campaña,entidades civiles
2014-11-04T00:00:00Z,835.0,"RT @sumate_asoc: El #9N votaremos también por ti, Pepe. Y que les queden los huevos colgando de un campanario #VotaréPerTu http://t.co/AdtF…",campaña,entidades civiles
2014-11-04T00:00:00Z,701.0,RT @VilaWeb: FEU CÓRRER la informació sobre el #9N2014 que el Tribunal Constitucional prohibeix http://t.co/NQBCvXPq7X http://t.co/CdB8jmZU…,noticias,media
2014-11-04T00:00:00Z,619.0,RT @assemblea: El 9N tothom a votar! Ningú decidirà per nosaltres! Som sobirans! #Araéslhora! http://t.co/mbFov6r7dI,campaña,entidades civiles
2014-11-05T00:00:00Z,404.0,"RT @HiginiaRoig: El #9N no votaré per qui va redactar la sentència a mort de Puig Antich, que és advocat d'Alicia Sánchez Camacho. #Votarem…",campaña,politics
2014-11-05T00:00:00Z,365.0,"RT @sumate_asoc: El #9N votaremos también por ti, Pepe. Y que les queden los huevos colgando de un campanario #VotaréPerTu http://t.co/AdtF…",campaña,entidades civiles
2014-11-05T00:00:00Z,333.0,RT @elsomatent: Correus es passa pel forro el secret postal i no reparteix informació sobre el #9N. #EstatDeSetge,noticias,avatar
2014-11-05T00:00:00Z,317.0,"RT @francescribera: Diu el vell adagi llibertari ""Si votar servís per alguna cosa, estaria prohibit"" Bé, doncs està prohibit! #9N2014",campaña,politics
