Día,Frecuencia,Tweet,Tipus tweet,user,Lang,Tipus user
09/10/14,192,RT @miquelcalcada: El procés és com la Matagalls: no es tracta d'arribar tan lluny com es pugui sinó arribar fins al final. #9N2014 http://…,campaña,miquelcalcada,cat,celebrity
09/10/14,181,"RT @sumate_asoc: Para los ""intelectuales de izquierdas"" que publican manifiestos en @elperiodico: si votas NO seguirá todo IGUAL #9N http:/…",campaña,sumate_asoc,cat,entidades civiles
09/10/14,134,RT @MarcSerra21: Fes RT si tu també vols que CiU i ERC facin la #ConsultaSíoSí i puguem veure aquestes cares el #9N2014! #9Ndesobeïm http:/…,campaña,MarcSerra21,cat,políticas/os
09/10/14,118,"RT @denterd: _ Pérez de los Cobos: Ex-PP, insulta CAT = President TC IMPARCIAL _ S.Vidal: Defensa vot democràtic #9N = EXPEDIENTAT http://t…",campaña,denterd,cat,entidades civiles
09/10/14,110,"RT @assemblea: El camí va arribant al final, només falta l'última empenta. Ara no podem afluixar! El #9N2014 votarem i guanyarem! http://t.…",campaña,assemblea,cat,entidades civiles
10/10/14,394,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,campaña,CataloniaYes,cat,entidades civiles
10/10/14,209,RT @Araeslhora: .@ForcadellCarme: Us esperem a tots el 19 d'octubre a Barcelona. Omplim Barcelona per guanyar el 9N #SíoSí! http://t.co/ZzO…,campaña,Araeslhora,cat,entidades civiles
10/10/14,165,RT @assemblea: Hem arribat fins aquí a base de molt esforç i ara no podem fallar! El #9N2014 votarem i guanyarem! #Araéslhora! http://t.co/…,campaña,assemblea,cat,entidades civiles
10/10/14,151,RT @Mas_Enfurecido: HOY HAGO LA PIOLADA EN CASTELLANO MALGRADO ESTOY FUERZA CABEZACOTO PORQUÉ SE ACOSTA EL #9N Y TRONTOLLA LA UNIDAD. A VER…,humor,Mas_Enfurecido,cat,avatar
10/10/14,118,"RT @Araeslhora: Diumenge 19 d'octubre. 12h. Acte central a Barcelona. Guanyem el 9N, fem un país nou! #araéslhora9N Compartim-ho! http://t.…",campaña,Araeslhora,cat,entidades civiles
11/10/14,244,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,campaña,CataloniaYes,cat,entidades civiles
11/10/14,207,"RT @assemblea: Avui fa un 1 mes de l'#11s2014! Arribar fins aquí no ha estat fàcil, ara no ens podem fer enrere. El #9N2014 votarem! http:/…",campaña,assemblea,spa,entidades civiles
11/10/14,116,RT @MarcSerra21: Fes RT si tu també vols q CiU i ERC compleixin fent la #ConsultaSíoSí i no perdin una altra ocasió històrica! #9N2014 http…,campaña,MarcSerra21,spa,políticas/os
11/10/14,112,RT @AlfredBosch: Les garanties democràtiques passen per fer la consulta el 9N. Plegar-se al boicot del PP dóna zero garanties democràtiques.,campaña,AlfredBosch,cat,políticas/os
11/10/14,111,RT @Araeslhora: ALERTA: El @sitgesfestival també tenyeix la catifa vermella de groc per donar suport al 9N! http://t.co/h3GSZMWEPB http://t…,campaña,Araeslhora,spa,entidades civiles
12/10/14,307,RT @CataloniaYes: Should Catalonia be an independent country?  · RT - Yes · FAV - No  #9N2014 http://t.co/g6yZqz81K0,organización,CataloniaYes,cat,entidades civiles
12/10/14,223,RT @assemblea: El 19 d'octubre omplirem Pl. Catalunya per dir-ho ben clar: el #9N2014 votarem perquè és legalm democràtic i legítim! http:/…,campaña,assemblea,cat,entidades civiles
12/10/14,171,"RT @assemblea: Junts hem fet coses inimaginables. Davant tenim un repte molt gran: guanyar el #9N2014, no podem fallar #Araéslhora! http://…",campaña,assemblea,cat,entidades civiles
12/10/14,169,RT @JFalange: Decir a los separatistas que hemos vuelto a pasar y que el 9N volveremos a pasar. Haya las consecuencias que haya http://t.co…,campaña,JFalange,cat,políticas/os
12/10/14,165,"RT @salvadorcardus: Començo a tenir més ganes de votar el 9N per desmentir tots els que ""sabien"" que no votaríem, que per desafiar l'Estat.…",campaña,salvadorcardus,cat,celebrity
13/10/14,2998,"RT @el_pais: ÚLTIMA HORA: Artur Mas descarta la consulta del #9N y plantea un ""proceso participativo"" http://t.co/M8sGsUr4hO http://t.co/G4…",noticias,el_pais,cat,media
13/10/14,561,"RT @miquelcalcada: Volant cap a Cat. m'assebento q no hi ha 9N. Nova pantalla, ara toca calma, unitat i generositat. Noves eleccions i, seg…",campaña,miquelcalcada,cat,celebrity
13/10/14,525,RT @cupnacional: El Consell Polític de la CUP convoca una assemblea oberta informativa ara les 23:30h a plaça Sant Jaume de Barcelona #9N20…,noticias,cupnacional,cat,políticas/os
13/10/14,409,RT @joseprull: Ara ens cal més calma que càlculs partidistes. Demà el President explicarà com es vota el #9N i com superem l'agressió de l'…,campaña,joseprull,cat,políticas/os
13/10/14,296,"RT @Jordi_Pons: Important llegir bé la literalitat del comunicat d'ERC, que alguns titulars esbiaixen força. Via @VilaWeb #9N2014 http://t.…",noticias,Jordi_Pons,cat,media
14/10/14,827,"RT @RaholaOficial: Ara votar el #9N2014 Després plebiscitàries a principis del 2015. Si ho fem i guanyem, haurem guanyat la legalitat inter…",campaña,RaholaOficial,spa,celebrity
14/10/14,654,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,rincewindcat,cat,ciudadana/o
14/10/14,497,"RT @RaholaOficial: El nou #9N2014 és una jugada mestra q deixa descol·locat a l´estat. Participació,mobilització  i compromís.L´@assemblea …",campaña,RaholaOficial,cat,celebrity
14/10/14,453,RT @Mas_Enfurecido: ÉS QUE EN TOMÀS MOLINA M'HA DIT QUE EL #9N HA DE PLOURE.,humor,Mas_Enfurecido,spa,avatar
14/10/14,324,"RT @RaholaOficial: El #9N2014 'hi haurà locals, urnes i paperetes', i després plebiscitàries. Si ho fem bé, no ens aturaran. La validesa de…",campaña,RaholaOficial,cat,celebrity
15/10/14,592,RT @mkserra: Es pot votar... -El 9N? SI -En urna? SI -Mateixa pregunta? SI -Tots els catalans? SI -Li fot a Madrid? SI -Ens dóna força per …,campaña,mkserra,cat,ciudadana/o
15/10/14,413,"RT @JaumeBarbera: Oi que hem sortit un milió cada 11S durant 3 anys? Doncs, intentem ser-ne més el 9N. Aquest serà l'únic resultat vàlid: l…",campaña,JaumeBarbera,cat,media
15/10/14,225,RT @martarovira: (1/3) el proper #9N aniré a votar #SíSí perquè hem de demostrar la majoria social i contundent a favor de la #independènci…,campaña,martarovira,cat,políticas/os
15/10/14,214,"RT @cupnacional: ""Tornarem a sofrir, tornarem a lluitar, tornarem a vèncer!"" Lluís Companys i Jover #9N2014 http://t.co/qiyKvMXObM",campaña,cupnacional,cat,políticas/os
15/10/14,196,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,rincewindcat,cat,ciudadana/o
16/10/14,266,"RT @BloombergNews: Catalonia's bid for independence explained, quickly: http://t.co/2DnZX559Ny http://t.co/Fng3c5kVjT",noticias,BloombergNews,eng,media
16/10/14,182,RT @martarovira: (1/3) el proper #9N aniré a votar #SíSí perquè hem de demostrar la majoria social i contundent a favor de la #independènci…,campaña,martarovira,cat,políticas/os
16/10/14,165,"RT @Mas_Enfurecido: - BON DIA PRESIDENT. UN CAFÈ? - SÍ, GRÀCIES QUICO. - EL VOL 9N? - QUÈ VOLS DIR 9N? - DESCAFEÏNAT! HAHAHA!",humor,Mas_Enfurecido,spa,avatar
16/10/14,135,RT @martarovira: (2/3) ajudaré amb totes les meves forces al govern pq el #9N sigui un èxit malgrat haver optat per un procés participatiu.,campaña,martarovira,cat,políticas/os
16/10/14,120,"RT @xavialtadill: ""La consulta alternativa del #9N2014 té els mateixos efectes polítics i ètics que l'anterior."" (Santiago Vidal)",campaña,xavialtadill,eng,celebrity
17/10/14,445,RT @viviremosmejor: Nunca una fotografía había resumido tan bien lo que significa que el “No” gane la consulta del #9N: http://t.co/u7W0O5U…,campaña,viviremosmejor,spa,entidades civiles
17/10/14,413,"RT @lluis_llach: Si pogués triar:fer del 9N un èxit espaterrant,convocar eleccions de seguit i en cas de majoria fer una DUI immediata.Però…",campaña,lluis_llach,cat,celebrity
17/10/14,150,RT @mkserra: Es pot votar... -El 9N? SI -En urna? SI -Mateixa pregunta? SI -Tots els catalans? SI -Li fot a Madrid? SI -Ens dóna força per …,campaña,mkserra,cat,ciudadana/o
17/10/14,148,RT @324cat: Pep Guardiola anirà a votar a la consulta del #9N2014 http://t.co/93LrLUwlsE http://t.co/JXsOSXNMNE,noticias,324cat,cat,media
17/10/14,143,"RT @rincewindcat: Per què votar el 9N? Perquè Rivera, Díez, Díaz, Rajoy, Sánchez, Camacho, Iceta, Marhuenda, El País us diuen que no ho feu.",campaña,rincewindcat,cat,ciudadana/o
18/10/14,629,RT @jordiborras: _ Colar una pregunta arbre   _ No posicionar-se amb la pregunta  _ Finalment dir que no votaràs el 9N  Felicitats @icveuia…,dialéctica,jordiborras,cat,media
18/10/14,314,RT @cupnacional: Vol que Catalunya esdevingui un estat?   _ Sí _ NO  Vol que aquest estat sigui independent?  _ Sí _ NO  #9N2014,campaña,cupnacional,eng,políticas/os
18/10/14,176,"RT @RogerVinton: Però tan difícil és de veure que si el 9N no ens mobilitzem,és la gran excusa per dir que el tema no és madur i que no cal…",campaña,RogerVinton,cat,avatar
18/10/14,160,RT @OneWaytoU: 141018__smt^_^._____ http://t.co/i69NsJ7v7d,campaña,lluis_llach,cat,celebrity
18/10/14,158,RT @HeeChulThaiFan: 141018 SMT Shanghai - Heechul lovely smile :) [cr;loveheenim] 1 http://t.co/gwN39NcU60,campaña,rincewindcat,cat,ciudadana/o
19/10/14,752,RT @assemblea: Tres punts: 1. Votar el 9N. 2. Eleccions en menys de 3 mesos. 3. Unitat. #FemUnPasEndavant #RevolucióDelSomriure http://t.co…,campaña,assemblea,cat,entidades civiles
19/10/14,708,"RT @raulromeva: Malauradament no podré ser avui a pça Cat. Sóc camí d'Islàndia (amb @Diplocat_inst ). El 9N votaré, i ho faré xl Sí/Sí, esc…",campaña,raulromeva,spa,políticas/os
19/10/14,570,"RT @sumate_asoc: Esta es #LaCataluñaReal. Esta es #LaCataluñaSilenciada, a la que impiden expresarse en las urnas. El #9N votaremos! http:/…",campaña,sumate_asoc,spa,entidades civiles
19/10/14,293,RT @jordiborras: _ Colar una pregunta arbre   _ No posicionar-se amb la pregunta  _ Finalment dir que no votaràs el 9N  Felicitats @icveuia…,humor,jordiborras,cat,media
19/10/14,288,RT @Esquerra_ERC: Cap més dilació ni ajornament. Ara el #9N i immediatament eleccions al Parlament per proclamar la independència http://t.…,campaña,Esquerra_ERC,cat,políticas/os
20/10/14,422,"RT @lluis_llach: Dons ja tenim feina.Salvar i potenciar el""nou"" 9N convertint-lo en una festa de la nostra voluntat i també en una denúncia…",campaña,lluis_llach,cat,celebrity
20/10/14,269,RT @FerranWieAdria: Perquè és important votar el #9N? perquè avui TAMBÉ hem sortit a la pública alemanya (min. 8) http://t.co/lZtPM7zGav ht…,campaña,FerranWieAdria,cat,media
20/10/14,201,"RT @ForcadellCarme: Votarem el 9N, però cal q tots els ciutadans decideixin al + aviat possible si Catalunya ha de ser o no independent per…",campaña,ForcadellCarme,cat,entidades civiles
20/10/14,136,"RT @maticatradio: #JunquerasEnSevilla Eugenia Parejo: ""Aquí no se entera ni Cristo de lo que quieren los catalanes.""  @junqueras #9N http:/…",noticias,maticatradio,cat,media
20/10/14,113,"RT @maticatradio: L'objectiu per al nou #9N. La mobilització de la gent. David Fernàndez, @HiginiaRoig, de la @cupnacional #9N2014 http://t…",noticias,maticatradio,cat,media
21/10/14,379,"RT @HiginiaRoig: Rumb 9N. A demostrar de nou el que som capaços de fer com a país i com a poble. Rumb llibertat. A per totes. I entre tots,…",campaña,HiginiaRoig,cat,políticas/os
21/10/14,284,RT @viviremosmejor: Varios economistas de prestigio internacional avalan la viabilidad de una Cataluña independiente #9N2014 http://t.co/Q9…,campaña,viviremosmejor,cat,entidades civiles
21/10/14,240,"RT @lluis_llach: Dons ja tenim feina.Salvar i potenciar el""nou"" 9N convertint-lo en una festa de la nostra voluntat i també en una denúncia…",campaña,lluis_llach,cat,celebrity
21/10/14,202,RT @cupnacional: És l'hora del poble! Desbordem les urnes i anem més enllà! http://t.co/yhXsb5BNXF #9N2014 #SíSí http://t.co/UbtBaxm6el,campaña,cupnacional,cat,políticas/os
21/10/14,195,"RT @assemblea: El 9N anirem a votar massivament i tornarem a demostrar la nostra voluntat! #Araéslhora, només depèn de nosaltres! http://t.…",campaña,assemblea,cat,entidades civiles
22/10/14,462,"RT @junqueras: Ara toca 9N. Queden poc més de dues setmanes. Som-hi! I després, obtinguem el mandat democràtic amb unes eleccions per fer l…",campaña,junqueras,cat,políticas/os
22/10/14,258,"RT @ForcadellCarme: L'èxit del 9N és un pas important cap a la independència, demostrem altre cop que som molts i que res ni ningú no ens a…",campaña,ForcadellCarme,spa,entidades civiles
22/10/14,186,RT @assemblea: El 9N votarem i després ho consolidarem amb unes eleccions referendàries. La revolució dels somriures és imparable! http://t…,campaña,assemblea,cat,entidades civiles
22/10/14,133,RT @viviremosmejor: Más economistas de prestigio internacional avalan la viabilidad económica de un Cataluña independiente. #9N2014 http://…,campaña,viviremosmejor,spa,entidades civiles
22/10/14,123,"RT @Araeslhora: El 9N hem d'omplir les urnes per construir un país nou. Ara és l'hora de votar, ara és l'hora de guanyar! #guanyarem http:/…",campaña,Araeslhora,cat,entidades civiles
23/10/14,277,RT @HiginiaRoig: Falls Road. Belfast. International Wall. #9N http://t.co/OAKHtacYyQ,campaña,HiginiaRoig,cat,políticas/os
23/10/14,248,RT @maihaviaditque: Panellets del 9N http://t.co/kor8SMUR7P,campaña,maihaviaditque,cat,ciudadana/o
23/10/14,222,RT @viviremosmejor: Varios economistas de prestigio internacional avalan la viabilidad de una Cataluña independiente #9N2014 http://t.co/Q9…,campaña,viviremosmejor,spa,entidades civiles
23/10/14,184,RT @Araeslhora: Sense tu no haguéssim donat un missatge al món. Sense el teu vot el 9N no farem el pas decisiu per guanyar. #votem9N http:/…,campaña,Araeslhora,cat,entidades civiles
23/10/14,151,"RT @assemblea: Fem una crida perquè el #9N2014 tothom vagi a votar! Unitat, urnes i independència! #Araéslhora, fem un país nou! http://t.c…",campaña,assemblea,eng,entidades civiles
24/10/14,271,RT @Mas_Enfurecido: 2012: BCN NO S'OMPLIRÀ. 2013: LA VIA CATALANA NO SORTIRÀ BÉ. 2014: MOSAIC EN FORMA DE 'V'? MASSA COMPLICAT. 9N: LA GENT…,campaña,Mas_Enfurecido,spa,avatar
24/10/14,217,RT @el_pais: ÚLTIMA HORA: El Gobierno anuncia que ya prepara un recurso para el sucedáneo del 9N http://t.co/Bbj2YsvCdY http://t.co/QSEUtRJ…,noticias,el_pais,cat,media
24/10/14,212,"RT @jaumeclotet: Calen més voluntaris per al #9N2014 als dos Pallars, Solsonès, Alta Ribargorça, Terra Alta i Val d'Aran. Passa-ho!",organización,jaumeclotet,cat,media
24/10/14,209,RT @ForcadellCarme: Farem que el 9N sigui una altra jornada exemplar res ni ningú no aturarà la voluntat de la majoria expressada democràti…,campaña,ForcadellCarme,cat,entidades civiles
24/10/14,207,"RT @RaholaOficial: Rajoy dice que intentarà parar el nuevo #9N2014 Qué ha ocurrido? Ya no es una costellada, un chichinabo, un ridículo? Ya…",campaña,RaholaOficial,spa,celebrity
25/10/14,687,RT @FoodPornsx: BLT! http://t.co/9Lqs9Nhxo4,campaña,lluis_llach,cat,celebrity
25/10/14,150,RT @lluis_llach: ..i salvar els indecents beneficis dels oligopolis elèctrics q ens escanyen obsessivament. Fer net i desobeir. Dia 9N prop…,campaña,Araeslhora,cat,entidades civiles
25/10/14,138,RT @Araeslhora: Lleida s'ha llevat recordant el nostre missatge al món. Els catalans votarem el 9N! Ara és l'hora! #CatalansVote9N http://t…,campaña,ForcadellCarme,cat,entidades civiles
25/10/14,131,RT @ForcadellCarme: Farem que el 9N sigui una altra jornada exemplar res ni ningú no aturarà la voluntat de la majoria expressada democràti…,campaña,viviremosmejor,cat,entidades civiles
25/10/14,120,RT @viviremosmejor: Más economistas de prestigio internacional avalan la viabilidad económica de un Cataluña independiente. #9N2014 http://…,organización,assemblea,spa,entidades civiles
26/10/14,227,"RT @peremarticolom: La consulta del #9N2014 ja té 37.312 voluntaris, més que els Jocs Olímpics de 1992 #N9N",noticias,peremarticolom,spa,media
26/10/14,197,RT @BUBBLETEAHOLIC: [HQ] 141018 #SEHUN @ SMT IN Shanghai Cr:hunhome #2 http://t.co/f0c09R11Vx http://t.co/YX1EWT3RjB http://t.co/9N60o3jXK7,campaña,assemblea,cat,entidades civiles
26/10/14,183,RT @assemblea: El 9N hem d'anar a votar massivament de forma pacífica i democràtica per enviar un missatge molt clar al món! http://t.co/yW…,campaña,assemblea,cat,entidades civiles
26/10/14,143,RT @assemblea: El 9N anirem a votar per dir Sí a la independència! Sí a un país nou! Sí a un futur millor! #Araéslhora http://t.co/PaYN4Jat…,humor,Mas_Enfurecido,spa,avatar
26/10/14,130,RT @Mas_Enfurecido: 2012: BCN NO S'OMPLIRÀ. 2013: LA VIA CATALANA NO SORTIRÀ BÉ. 2014: MOSAIC EN FORMA DE 'V'? MASSA COMPLICAT. 9N: LA GENT…,noticias,CatDiuProu,cat,entidades civiles
27/10/14,483,RT @gerardotc: Este olor a corrupción sólo se va agitando banderitas: Última Hora. Rajoy recurrirá ante el Constitucional el 9N,humor,gerardotc,cat,avatar
27/10/14,275,"RT @Marta_catalonia: Manda huevos que el Gobierno prohiba el 9N ""light"" por tener pocas garantías democráticas, cuando prohibieron el prime…",campaña,Marta_catalonia,cat,ciudadana/o
27/10/14,266,"RT @Araeslhora: El 9N votarem pensant en moltes persones. I tu, per qui votaràs? Omplim de raons el hashtag #VotaréPerTu! Som-hi! RT http:/…",campaña,Araeslhora,cat,entidades civiles
27/10/14,241,RT @vedellconsagrat: com més s'acosta el 9N més ganes tinc de votar. és que acabaré votant encara que sigui a una puta bústia.,campaña,vedellconsagrat,cat,celebrity
27/10/14,233,"RT @RaholaOficial: El #9N votaré per tots els catalans q han resistit, han lluitat i han caigut en defensa de la nostra terra.  #VotaréPerT…",campaña,RaholaOficial,cat,celebrity
28/10/14,229,RT @joanaortega: Revisades inscripcions i afegits voluntaris equipaments docents el #9N comptarà amb 40.930 voluntaris. Impressionant! Molt…,campaña,joanaortega,cat,políticas/os
28/10/14,167,RT @HelenASnt: #Vullsaber quina utilitat té el #9N? Perque em temo que jo continuaré sense feina i s'hauràn gastat diners en una cosa inúti…,dialéctica,HelenASnt,cat,ciudadana/o
28/10/14,153,RT @assemblea: Impressionant mural a Belfast en solidaritat amb Catalunya i a favor del 9N! #Araéslhora #VotaréPerTu http://t.co/lyq7G8xYK1,campaña,assemblea,spa,entidades civiles
28/10/14,148,RT @bernatff: Arriben els panellets impugnables http://t.co/M38ozsFSDc #9N @maihaviaditque @QuimMonzo http://t.co/VDUh5jV4Wv,humor,bernatff,spa,media
28/10/14,147,"RT @clarajordanvila: Rajoy: ""No tinc res a oferir als partidaris del #9N2014"". Com a tàctica per a fer-nos canviar d'opinió em sembla insup…",noticias,clarajordanvila,cat,media
29/10/14,416,RT @junqueras: Ja tinc la papereta a punt. I tu? #SíSívullserlliure #9N2014 http://t.co/Rwsm2UnPbe,campaña,junqueras,cat,políticas/os
29/10/14,210,RT @Araeslhora: ALERTA: Aquesta tarda ja podràs consultar on votaràs el 9N a http://t.co/VoVP7yjoAJ (segons adreça DNI). Atents! http://t.c…,organización,Araeslhora,eng,entidades civiles
29/10/14,207,"RT @ForcadellCarme: L'Estat espanyol, com sempre, no ens fallarà i ens ajudarà a aconseguir la independència impugnant el nou 9N. Nosaltres…",campaña,ForcadellCarme,cat,entidades civiles
29/10/14,195,RT @assemblea: Quin és el teu lloc de votació pel proper 9N? Entra a  http://t.co/4vniu9Ql7N i comparteix-ho amb #lamevaurna! http://t.co/V…,organización,assemblea,cat,entidades civiles
29/10/14,175,RT @assemblea: Bon dia! Avui sortirà publicat el llistat de locals per anar a votar el #9N2014! Estigueu atents a http://t.co/KkbHAbY2bn! #…,organización,assemblea,cat,entidades civiles
30/10/14,445,"RT @jordiborras: Marc Bartumeu, portaveu Podem BCN al @maticatradio : ni DUI ni 9N, apostem per modificar la constitució. NO HAY MÁS PREGUN…",noticias,jordiborras,cat,media
30/10/14,363,RT @ForcadellCarme: Gràcies Joan Herrera per dir que el 9N votaràs.La millor denúncia contra l'Estat espanyol és fer allò que ens prohibeix…,campaña,ForcadellCarme,cat,entidades civiles
30/10/14,277,RT @324cat: Crida de l'@assemblea a anar als punts de votació el #9N passi el que passi #9N2014 http://t.co/orGZgR4BqI http://t.co/MxMBiNUs…,noticias,324cat,cat,media
30/10/14,254,"RT @ModernetdeMerda: -Hola, soy Podemos. Ni 9N ni DUI, pero tú vótame y revoluciono otras cosas. Venga, revolución. ¡Claro que podemos! -Pe…",humor,ModernetdeMerda,spa,avatar
30/10/14,239,"RT @sumate_asoc: Podemos dice que no podemos: el #9N es un engaño, ya si eso cuando gobiernen ellos y tal, que reformarán la Constitución..…",campaña,sumate_asoc,eng,entidades civiles
31/10/14,347,RT @LosadaPescador: Vivo en Madrid pero me acabo de inscribir en el censo del #9N. Sin controles ni garantías n nada. Menudo cachondeo. htt…,campaña,LosadaPescador,cat,media
31/10/14,324,RT @ForcadellCarme: Passi el que passi el 9N a les 9 del matí farem cua amb la papereta a la mà per votar. No ens faran callar ni decidiran…,campaña,ForcadellCarme,cat,entidades civiles
31/10/14,300,"RT @sumate_asoc: Dice @Sorayapp q PROHIBEN el #9N para ""preservar los derechos de los catalanes"". Quieren protegernos de la democracia http…",campaña,sumate_asoc,cat,entidades civiles
31/10/14,298,RT @ForcadellCarme: Demà al Camp nou tots amb samarretes grogues per defensar la democràcia i la llibertat d'expressió. El 9N votarem per d…,campaña,ForcadellCarme,cat,entidades civiles
31/10/14,248,"RT @eduardvoltas: Instruccions oficials als voluntaris del 9N, en video. Passeu-lo. https://t.co/FdA3iQKHit",organización,eduardvoltas,spa,media
01/11/14,535,RT @sumate_asoc: Hola @abc_es. Elvis y Bob Esponja pueden consultar dnd les toca votar pero para poder votar el #9N necesitarán su DNI http…,dialéctica,sumate_asoc,cat,entidades civiles
01/11/14,466,"RT @sumate_asoc: Si eres Bob Esponja, el #9N no te olvides tu DNI. Entra en http://t.co/ucAuBOr0Sj para consultar dónde te toca votar http:…",campaña,sumate_asoc,cat,entidades civiles
01/11/14,354,"RT @ForcadellCarme: El 9N anirem a votar x dignitat i x defensar els nostres drets i llibertats democràtiques.Som ciutadans no súbdits, no …",campaña,ForcadellCarme,cat,entidades civiles
01/11/14,340,"RT @ArguellesLlanos: ¿Que no quieren que votemos el 9N? Pues yo voto y además seré presidente de mesa Un asturiano, para que se jodan más.",campaña,ArguellesLlanos,cat,ciudadana/o
01/11/14,335,RT @sumate_asoc: Personalidades internacionales — dos Nobel de la Paz— a favor de que dejen votar a los catalanes #9N #letcatalansvote http…,campaña,sumate_asoc,cat,entidades civiles
02/11/14,244,"RT @assemblea: Prepara la teva papereta del 9N, demà la mostrarem al món! Fes-ho córrer! RT! #Araéslhora http://t.co/nfdiVIxrVx",campaña,assemblea,cat,entidades civiles
02/11/14,191,"RT @RaholaOficial: Rajoy, el #9N2014 ... http://t.co/jY4D5yCQP0",campaña,RaholaOficial,cat,celebrity
02/11/14,187,"RT @elpidiojsilva: España está en manos de mafias y ajustes de cuentas entre PP y PSOE. Es insoportable, nos ha llevado a la consulta #9N, …",campaña,elpidiojsilva,spa,celebrity
02/11/14,186,"RT @DaniPintoB: Elvis, Colón, El Cid o Bob Esponja ya están inscritos para la votación del #9N http://t.co/NBsI3nKsHs #Butifarrendum http:/…",campaña,DaniPintoB,cat,entidades civiles
02/11/14,184,RT @gcapdevila: Brutal. Aquesta foto m'ha posat la pell de gallina. #9N RT @1714_sisi: @gcapdevila http://t.co/3wCOXzNtr4,humor,elsomatent,spa,avatar
03/11/14,579,"RT @cupnacional: Al próximo que grite Arriba España, le diremos que arriba la de Lorca, Hernández o Machado @HiginiaRoig #9Nenelateneo http…",campaña,cupnacional,cat,políticas/os
03/11/14,312,RT @sumate_asoc: Quieres cambiar lo q no funciona? _ SÍ _ NO Quieres cambiarlo de verdad? _ SÍ _ NO El #9N el futuro está en tus manos http…,campaña,sumate_asoc,cat,entidades civiles
03/11/14,290,RT @JordiArmenteras: Alguns fatxes s'infiltren a l'acte del #9N a Madrid. Poli secreta els ha fet fora cridant-los pel nom...Guanya l'urna …,noticias,JordiArmenteras,eng,media
03/11/14,234,"RT @ForcadellCarme: Tot preparat per al 9N, locals, meses, urnes i paperetes a punt, que sigui una realitat depèn de nosaltres. Votarem per…",campaña,ForcadellCarme,cat,entidades civiles
03/11/14,225,RT @Aracelisegarra: No es pot dir ni més CLAR....ni més ALT. Foto: cim de l’EVEREST #9N @Araeslhora @Esquerra_ERC @vpartal @FEEC_cat http:/…,campaña,Aracelisegarra,cat,celebrity
04/11/14,871,"RT @XavierVallsSilv: L'Estat espanyol també prohibeix el nou 9N,  a l'hora que inscriu un partit neonazi i treu de la presó a Matas. Encara…",noticias,XavierVallsSilv,cat,media
04/11/14,847,"RT @ForcadellCarme: L'estat espanyol i el TC no ens fallen mai, han suspès el nou 9N. Un cop més ens han ajudat a fer un pas més cap a la i…",campaña,ForcadellCarme,cat,entidades civiles
04/11/14,835,"RT @sumate_asoc: El #9N votaremos también por ti, Pepe. Y que les queden los huevos colgando de un campanario #VotaréPerTu http://t.co/AdtF…",campaña,sumate_asoc,cat,entidades civiles
04/11/14,701,RT @VilaWeb: FEU CÓRRER la informació sobre el #9N2014 que el Tribunal Constitucional prohibeix http://t.co/NQBCvXPq7X http://t.co/CdB8jmZU…,noticias,VilaWeb,cat,media
04/11/14,619,RT @assemblea: El 9N tothom a votar! Ningú decidirà per nosaltres! Som sobirans! #Araéslhora! http://t.co/mbFov6r7dI,campaña,assemblea,cat,entidades civiles
05/11/14,404,"RT @HiginiaRoig: El #9N no votaré per qui va redactar la sentència a mort de Puig Antich, que és advocat d'Alicia Sánchez Camacho. #Votarem…",campaña,HiginiaRoig,cat,políticas/os
05/11/14,365,"RT @sumate_asoc: El #9N votaremos también por ti, Pepe. Y que les queden los huevos colgando de un campanario #VotaréPerTu http://t.co/AdtF…",campaña,sumate_asoc,cat,entidades civiles
05/11/14,333,RT @elsomatent: Correus es passa pel forro el secret postal i no reparteix informació sobre el #9N. #EstatDeSetge,noticias,elsomatent,cat,avatar
05/11/14,317,"RT @francescribera: Diu el vell adagi llibertari ""Si votar servís per alguna cosa, estaria prohibit"" Bé, doncs està prohibit! #9N2014",campaña,francescribera,cat,políticas/os
05/11/14,301,"RT @ramontremosa: Ho denunciaré a la Comissió Europea  ""@VilaWeb: Correus retorna 50.000 cartes a Girona animant a participar el #9N""  http…",noticias,ramontremosa,spa,políticas/os
06/11/14,406,"RT @ForcadellCarme: A tres dies del 9N estem escrivint la història, fem-ho amb serenor alegria civisme i sense caure en provocacions el món…",campaña,ForcadellCarme,cat,entidades civiles
06/11/14,367,"RT @jordievole: Si el Tribunal Constitucional no lo impugna, este domingo Salvados: Especial 9N. Grabado desde hoy hasta el 9. ______ http:…",noticias,jordievole,cat,media
06/11/14,327,"RT @albert_dmcat: Com a agent, i com a membre d'@ANC_Mossos avanço que em nego a retirar cap urna el proper #9N. No impediré la consulta ni…",campaña,albert_dmcat,cat,entidades civiles
